@W: CG360 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":119:9:119:13|Removing wire clkfb, as there is no assignment to it.
@W: CL279 :"C:\Users\wkk\Desktop\program\program\source\hdmi\ms7200_ctl.v":701:4:701:9|Pruning register bits 15 to 14 of addr[15:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL279 :"C:\Users\wkk\Desktop\program\program\source\hdmi\ms7200_ctl.v":701:4:701:9|Pruning register bits 11 to 10 of addr[13:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL279 :"C:\Users\wkk\Desktop\program\program\source\hdmi\ms7200_ctl.v":541:4:541:9|Pruning register bits 23 to 1 of delay_cnt[23:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL190 :"C:\Users\wkk\Desktop\program\program\source\hdmi\ms7200_ctl.v":541:4:541:9|Optimizing register bit delay_cnt[0] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL169 :"C:\Users\wkk\Desktop\program\program\source\hdmi\ms7200_ctl.v":541:4:541:9|Pruning unused register delay_cnt[0]. Make sure that there are no unused intermediate registers.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":119:9:119:13|*Input clkfb to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":122:9:122:13|*Input pfden to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":130:15:130:22|*Input dyn_idiv[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":131:15:131:23|*Input dyn_odiv0[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":132:15:132:23|*Input dyn_odiv1[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":133:15:133:23|*Input dyn_odiv2[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":134:15:134:23|*Input dyn_odiv3[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":135:15:135:23|*Input dyn_odiv4[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":136:15:136:22|*Input dyn_fdiv[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":137:15:137:23|*Input dyn_duty0[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":138:15:138:23|*Input dyn_duty1[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":139:15:139:23|*Input dyn_duty2[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":140:15:140:23|*Input dyn_duty3[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":141:15:141:23|*Input dyn_duty4[9:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":123:9:123:20|*Input clkout0_gate to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":124:9:124:25|*Input clkout0_2pad_gate to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":125:9:125:20|*Input clkout1_gate to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":126:9:126:20|*Input clkout2_gate to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":127:9:127:20|*Input clkout3_gate to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":128:9:128:20|*Input clkout4_gate to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\wkk\Desktop\program\program\ipcore\sys_pll\sys_pll.v":129:9:129:20|*Input clkout5_gate to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.

